frame,feature_idx,value
5,78,-8.728203
5,79,-13.725674
6,0,-11.75901
6,1,-10.842455
6,2,-10.421638
6,3,-10.225004
6,4,-10.012787
6,5,-9.854407
6,6,-9.577139
6,7,-9.4576435
6,8,-9.358439
6,9,-9.337353
6,10,-9.619116
6,11,-10.192187
6,12,-10.337578
6,13,-10.082898
6,14,-10.077946
6,15,-10.4061365
6,16,-11.231515
6,17,-11.350703
6,18,-11.054731
6,19,-10.755591
6,20,-10.4155655
6,21,-10.563264
6,22,-10.876943
6,23,-11.344448
6,24,-11.683497
6,25,-10.566181
6,26,-10.2655945
6,27,-9.905174
6,28,-10.192611
6,29,-10.984619
6,30,-9.454284
6,31,-10.21392
6,32,-12.474088
6,33,-10.651581
6,34,-10.372048
6,35,-9.783741
6,36,-10.425405
6,37,-11.226287
6,38,-9.766639
6,39,-8.790187
6,40,-8.505928
6,41,-9.090713
6,42,-9.6316185
6,43,-9.609828
6,44,-9.980809
6,45,-9.526841
6,46,-8.840549
6,47,-9.766004
6,48,-9.3027
6,49,-8.5978985
6,50,-9.593134
6,51,-9.662745
6,52,-8.99387
6,53,-10.424552
6,54,-8.987514
6,55,-9.074053
6,56,-8.628374
6,57,-8.767851
6,58,-8.823262
6,59,-9.115471
6,60,-9.810288
6,61,-10.09268
6,62,-11.745832
6,63,-11.099488
6,64,-10.919222
6,65,-10.335152
6,66,-10.754315
6,67,-9.996802
6,68,-10.539164
6,69,-9.873567
6,70,-8.399605
6,71,-9.144246
6,72,-8.794643
6,73,-8.197496
6,74,-9.764635
6,75,-9.945926
6,76,-10.488997
6,77,-7.311295
6,78,-7.499678
6,79,-9.065854
7,0,-8.795116
7,1,-7.818595
7,2,-7.6605716
7,3,-7.645478
7,4,-7.8334107
7,5,-8.810875
7,6,-8.767394
7,7,-6.590627
7,8,-6.349497
7,9,-7.1468525
7,10,-8.362747
7,11,-7.853656
7,12,-8.10868
7,13,-9.13506
7,14,-8.128372
7,15,-8.207202
7,16,-9.896653
7,17,-9.584574
7,18,-8.119432
7,19,-8.108969
7,20,-8.495974
7,21,-7.719422
7,22,-8.245352
7,23,-10.526487
7,24,-10.85703
7,25,-8.227099
7,26,-7.594394
7,27,-7.7997828
7,28,-9.23826
7,29,-8.525508
7,30,-6.691261
7,31,-6.749981
7,32,-7.292919
7,33,-7.7454667
7,34,-6.820394
7,35,-6.965675
7,36,-7.7876644
7,37,-8.287908
7,38,-8.619925
7,39,-7.2908683
7,40,-7.4598727
7,41,-7.7145224
7,42,-7.894573
7,43,-8.03863
7,44,-7.446606
7,45,-6.7253695
7,46,-7.114399
7,47,-7.1190515
7,48,-6.921852
7,49,-7.1194773
7,50,-7.717921
7,51,-6.9361167
7,52,-7.391519
7,53,-6.7037954
7,54,-7.140922
7,55,-6.066679
7,56,-7.1108904
7,57,-7.2458587
7,58,-6.588176
7,59,-6.608742
7,60,-7.524579
7,61,-7.600879
7,62,-7.977372
7,63,-7.380545
7,64,-6.462183
7,65,-6.1194077
7,66,-7.3934994
7,67,-7.153959
7,68,-6.837359
7,69,-7.3405027
7,70,-6.888694
7,71,-6.803119
7,72,-6.0952835
7,73,-6.38061
7,74,-7.4200234
7,75,-7.3782115
7,76,-6.4856925
7,77,-4.868629
7,78,-5.561191
7,79,-6.9403806
8,0,-8.082153
8,1,-7.5559535
8,2,-7.450873
8,3,-6.3392596
8,4,-5.6622305
8,5,-5.1901045
8,6,-5.3645473
8,7,-5.0255675
8,8,-4.477456
8,9,-4.818628
8,10,-5.9816785
8,11,-7.696406
8,12,-7.697287
8,13,-8.590432
8,14,-7.865256
8,15,-7.145417
8,16,-7.948253
8,17,-8.017262
8,18,-6.7279534
8,19,-6.5147853
8,20,-7.451438
8,21,-7.158983
8,22,-7.901099
8,23,-8.84207
8,24,-9.578122
8,25,-8.015746
8,26,-7.902321
8,27,-6.4654336
8,28,-6.795918
8,29,-7.8866453
8,30,-5.7876577
8,31,-5.6035986
8,32,-8.210905
8,33,-6.9377494
8,34,-6.433522
8,35,-6.937706
8,36,-5.9699235
8,37,-5.6524096
8,38,-8.198329
8,39,-6.2799406
8,40,-6.247786
8,41,-6.478849
8,42,-5.7440944
8,43,-6.0538807
8,44,-6.479223
8,45,-6.884672
8,46,-6.0566382
8,47,-5.328458
8,48,-5.5362263
8,49,-6.156655
8,50,-6.021703
8,51,-5.6321588
8,52,-6.9637938
8,53,-4.9310045
8,54,-5.2826133
8,55,-4.689264
8,56,-5.691832
8,57,-6.2393556
8,58,-5.1325455
8,59,-5.044119
8,60,-4.745633
8,61,-4.737783
8,62,-5.79042
8,63,-5.3169065
8,64,-5.0196114
8,65,-5.6572185
8,66,-6.2280965
8,67,-6.3482175
8,68,-6.1615763
8,69,-5.9992824
8,70,-5.3329463
8,71,-5.518446
8,72,-5.576618
8,73,-4.3432226
8,74,-6.0519686
8,75,-5.2458615
8,76,-4.9465513
8,77,-4.380657
8,78,-5.0429273
8,79,-5.918475
9,0,-6.513861
9,1,-5.9235435
9,2,-5.730927
9,3,-6.4723167
9,4,-6.677449
9,5,-5.8831186
9,6,-4.419787
9,7,-4.1052957
9,8,-4.8490353
9,9,-6.528086
9,10,-5.9717517
9,11,-5.771967
9,12,-6.3342996
9,13,-7.6559563
9,14,-7.635794
9,15,-5.973131
9,16,-6.0211177
9,17,-6.5224314
9,18,-6.3295064
9,19,-5.677343
9,20,-5.4383655
9,21,-6.6145577
9,22,-7.4940996
9,23,-7.4648743
9,24,-7.789477
9,25,-8.825183
9,26,-7.726437
9,27,-7.868182
9,28,-7.926282
9,29,-6.611877
9,30,-6.836788
9,31,-6.166012
9,32,-7.801692
9,33,-7.25255
9,34,-5.7203636
9,35,-5.569662
9,36,-5.0271287
9,37,-4.3058515
9,38,-6.62729
9,39,-6.4162207
9,40,-5.73259
9,41,-5.950672
9,42,-5.6453094
9,43,-6.3002257
9,44,-6.2005296
9,45,-6.377499
9,46,-6.034037
9,47,-5.9064317
9,48,-4.3448143
9,49,-4.020202
9,50,-4.7794714
9,51,-4.8904686
9,52,-4.848554
9,53,-4.407585
9,54,-5.417354
9,55,-4.9543614
9,56,-4.6709843
9,57,-4.757311
9,58,-4.822285
9,59,-5.0471263
9,60,-4.0152617
9,61,-4.0160556
9,62,-4.178226
9,63,-5.2316155
9,64,-4.75908
9,65,-3.8228197
9,66,-3.8334615
9,67,-4.5539865
9,68,-3.6617074
9,69,-3.794022
9,70,-4.617269
9,71,-4.5205626
9,72,-3.6443324
9,73,-3.5948844
9,74,-3.3586454
9,75,-3.7425497
9,76,-3.0961401
9,77,-3.2958026
9,78,-4.027409
9,79,-4.285389
10,0,-5.3544006
10,1,-3.8958983
10,2,-3.8465958
10,3,-4.6344585
10,4,-5.586783
10,5,-7.1225953
10,6,-7.0621324
10,7,-8.091398
10,8,-9.195603
10,9,-5.5819335
10,10,-5.1239276
10,11,-5.7994704
10,12,-6.9299345
10,13,-6.9103565
10,14,-5.434841
10,15,-5.2491317
10,16,-6.682242
10,17,-5.8161426
10,18,-6.221603
10,19,-7.504912
10,20,-7.413341
10,21,-6.5049996
10,22,-5.6745095
10,23,-6.3317437
10,24,-6.908131
10,25,-7.599771
10,26,-7.7421784
10,27,-6.511564
10,28,-6.3311377
10,29,-6.694854
10,30,-5.9935446
10,31,-5.6383348
10,32,-5.2362294
10,33,-6.467909
10,34,-7.046382
10,35,-5.3451962
10,36,-4.457664
10,37,-4.6693106
10,38,-5.475591
10,39,-4.549614
10,40,-4.9858384
10,41,-5.1048503
10,42,-5.678553
10,43,-4.709583
10,44,-4.206015
10,45,-3.9192216
10,46,-3.9160058
10,47,-4.586927
10,48,-3.484715
10,49,-4.4154983
10,50,-4.4835386
10,51,-4.1218143
10,52,-4.1975155
10,53,-4.248571
10,54,-3.98884
10,55,-3.7379153
10,56,-4.371183
10,57,-5.1122737
10,58,-4.207233
10,59,-4.4394655
10,60,-4.189718
10,61,-3.502446
10,62,-2.2510414
10,63,-3.6213138
10,64,-5.3491673
10,65,-4.0718107
10,66,-3.532563
10,67,-3.6514924
10,68,-2.8626468
10,69,-2.7531283
10,70,-2.628941
10,71,-2.7490463
10,72,-3.0173903
10,73,-2.4978597
10,74,-3.0898485
10,75,-3.508874
10,76,-2.9416363
10,77,-2.3376937
10,78,-2.3588963
10,79,-2.9035845
11,0,-6.873242
11,1,-5.457106
11,2,-4.066123
11,3,-4.491102
11,4,-4.866292
11,5,-5.4722185
11,6,-5.8140273
11,7,-6.681331
11,8,-5.4126415
11,9,-4.2128696
11,10,-4.29351
11,11,-5.3844457
11,12,-7.4362946
11,13,-9.320929
11,14,-6.434127
11,15,-5.4160957
11,16,-5.592683
11,17,-6.435811
11,18,-7.935082
11,19,-8.183462
11,20,-6.787675
11,21,-6.846696
11,22,-7.2323756
11,23,-8.444514
11,24,-7.541901
11,25,-6.619548
11,26,-6.826
11,27,-5.401761
11,28,-6.521695
11,29,-6.035335
11,30,-4.8218803
11,31,-5.3766203
11,32,-5.0133696
11,33,-5.1631923
11,34,-4.758803
11,35,-4.0576334
11,36,-3.3574147
11,37,-3.7501745
11,38,-4.560799
11,39,-4.343547
11,40,-5.1528716
11,41,-4.4166183
11,42,-4.0367227
11,43,-4.9267783
11,44,-4.3726187
11,45,-4.399795
11,46,-3.6542327
11,47,-3.401527
11,48,-4.302856
11,49,-4.8472047
11,50,-4.5395055
11,51,-3.118661
11,52,-3.7746236
11,53,-3.5717845
11,54,-3.5794346
11,55,-2.7562156
11,56,-3.373591
11,57,-3.899163
11,58,-3.0188787
11,59,-3.3226645
11,60,-3.5068786
11,61,-4.1578956
11,62,-3.8854146
11,63,-4.3257184
11,64,-4.385153
11,65,-3.3314307
11,66,-2.7891307
11,67,-3.6839592
11,68,-3.3307242
11,69,-2.194769
11,70,-1.9935894
11,71,-2.0566506
11,72,-2.79374
11,73,-2.118365
11,74,-2.167755
11,75,-2.2228093
11,76,-1.9504511
11,77,-2.0851238
11,78,-2.2007232
11,79,-2.9199357
12,0,-4.6677647
12,1,-3.310145
12,2,-3.449111
12,3,-4.214894
12,4,-5.191229
12,5,-7.5637174
12,6,-5.291099
12,7,-4.1136794
12,8,-4.5128818
12,9,-4.3542805
12,10,-4.2542133
12,11,-4.6382666
12,12,-5.1561713
12,13,-5.834319
12,14,-7.3605714
12,15,-6.899621
12,16,-7.827487
12,17,-7.3878436
12,18,-5.938929
12,19,-5.59544
12,20,-5.879441
12,21,-6.700864
12,22,-7.7649813
12,23,-7.892152
12,24,-7.426305
12,25,-6.2555804
12,26,-5.734426
12,27,-4.6337786
12,28,-5.687726
12,29,-4.871517
12,30,-5.248921
12,31,-4.7623143
12,32,-4.381902
12,33,-4.8612604
12,34,-4.6788197
12,35,-5.180398
12,36,-5.0518837
12,37,-3.6396267
12,38,-3.716848
12,39,-5.6498175
12,40,-5.0668807
12,41,-6.635309
12,42,-5.684781
12,43,-3.9136162
12,44,-3.744211
12,45,-4.8179307
12,46,-3.6451569
12,47,-4.0079193
12,48,-4.6834035
12,49,-3.0037136
12,50,-2.3345382
12,51,-2.4148438
12,52,-2.5347304
12,53,-4.2847815
12,54,-3.858129
12,55,-4.025443
12,56,-4.3356104
12,57,-3.493919
12,58,-2.4297917
12,59,-3.1332698
12,60,-3.4345505
12,61,-3.515987
12,62,-3.6888022
12,63,-2.4303236
12,64,-3.1866205
12,65,-1.708816
12,66,-1.6926253
12,67,-2.1244183
12,68,-2.2368605
12,69,-2.5047061
12,70,-1.9838713
12,71,-1.5313286
12,72,-2.2044203
12,73,-2.9855332
12,74,-2.5476072
12,75,-2.5288832
12,76,-1.9496326
12,77,-1.6823219
12,78,-1.881327
12,79,-2.233698
13,0,-3.2846403
13,1,-1.9142704
13,2,-2.1750183
13,3,-2.9843557
13,4,-3.6660144
13,5,-3.6346848
13,6,-3.1577606
13,7,-3.1674933
13,8,-3.4753342
13,9,-3.9469593
13,10,-4.7389026
13,11,-5.2619886
13,12,-5.456586
13,13,-5.269433
13,14,-4.930899
13,15,-5.2283454
13,16,-6.59767
13,17,-6.0453606
13,18,-5.6425505
13,19,-5.038311
13,20,-4.544817
13,21,-5.0474033
13,22,-5.3969035
13,23,-6.0602217
13,24,-6.504752
13,25,-5.2499957
13,26,-5.405383
13,27,-4.4392614
13,28,-4.5915465
13,29,-5.1335397
13,30,-3.9246104
13,31,-4.919593
13,32,-7.0170326
13,33,-5.3459897
13,34,-3.5083804
13,35,-4.2514405
13,36,-4.8776894
13,37,-4.0138493
13,38,-3.7440953
13,39,-4.7961307
13,40,-4.007203
13,41,-4.4999566
13,42,-5.5337086
13,43,-4.712293
13,44,-3.7517757
13,45,-4.6451135
13,46,-2.1987965
13,47,-2.3503823
13,48,-3.0878701
13,49,-2.556099
13,50,-2.3339002
13,51,-1.3781055
13,52,-1.8151966
13,53,-3.7332218
13,54,-3.692448
13,55,-2.163866
13,56,-2.44691
13,57,-4.083372
13,58,-4.2906137
13,59,-2.2158973
13,60,-2.421723
13,61,-2.41776
13,62,-2.559715
13,63,-1.7638086
13,64,-1.3623384
13,65,-1.2726874
13,66,-1.5507873
13,67,-2.4231048
13,68,-2.1673198
13,69,-1.6236856
13,70,-1.1801692
13,71,-1.9360868
13,72,-2.0513108
13,73,-2.2711625
13,74,-2.2335248
13,75,-1.4679149
13,76,-2.0105686
13,77,-1.8473068
13,78,-1.5570303
13,79,-1.8599988
14,0,-3.5555937
14,1,-2.1767159
14,2,-2.2035196
14,3,-3.2227485
14,4,-4.4294662
14,5,-4.2968616
14,6,-4.660395
14,7,-5.592237
14,8,-3.699156
14,9,-4.1124825
14,10,-4.476421
14,11,-4.202261
14,12,-4.7804565
14,13,-6.251072
14,14,-7.0054502
14,15,-5.1903195
14,16,-5.07858
14,17,-5.5993156
14,18,-6.0515985
14,19,-4.9308524
14,20,-3.8866613
14,21,-5.3378735
14,22,-6.699988
14,23,-5.600282
14,24,-5.4741535
14,25,-4.4637847
14,26,-5.1265397
14,27,-5.9261713
14,28,-5.2073636
14,29,-5.8430357
14,30,-3.7344427
14,31,-2.2235394
14,32,-1.9344534
14,33,-3.1100113
14,34,-2.8324296
14,35,-2.338472
14,36,-2.2710981
14,37,-3.0349414
14,38,-4.356649
14,39,-4.8605666
14,40,-3.513976
14,41,-3.4675944
14,42,-2.2262855
14,43,-1.2019993
14,44,-1.2781047
14,45,-2.3568125
14,46,-3.0820196
14,47,-1.1353991
14,48,-0.91495454
14,49,-1.7707235
14,50,-1.6937089
14,51,-0.8212201
14,52,-1.0428923
14,53,-1.520972
14,54,-1.9710063
14,55,-0.47756934
14,56,-0.52555406
14,57,0.04116522
14,58,0.7585083
14,59,1.6305859
14,60,1.7409822
14,61,0.8175444
14,62,0.28216535
14,63,1.1684853
14,64,0.91714054
14,65,1.025242
14,66,-0.4182821
14,67,0.80382967
14,68,1.0721252
14,69,0.55935174
14,70,-0.5838864
14,71,-1.2028483
14,72,-0.82155085
14,73,-0.008860507
14,74,-0.110230155
14,75,1.6352322
14,76,2.0666518
14,77,2.767514
14,78,2.9336562
14,79,1.4328933
15,0,-4.95691
15,1,-3.651957
15,2,-2.9784334
15,3,-3.927739
15,4,-4.189573
15,5,-3.4382246
15,6,-3.3587918
15,7,-3.8993518
15,8,-3.1932673
15,9,-2.943444
15,10,-3.2638948
15,11,-3.8278034
15,12,-4.868603
15,13,-5.539813
15,14,-6.1907034
15,15,-5.141138
15,16,-4.981025
15,17,-5.4670606
15,18,-4.6788177
15,19,-5.294877
15,20,-4.56785
15,21,-5.3592043
15,22,-6.548546
15,23,-6.214104
15,24,-4.872992
15,25,-3.7805862
15,26,-4.4280663
15,27,-3.6200044
15,28,-3.5822177
15,29,-4.4258685
15,30,-3.1433718
15,31,-2.5734074
15,32,-2.8526824
15,33,-2.8193357
15,34,-3.24519
15,35,-3.4169917
15,36,-2.538441
15,37,-2.6099694
15,38,-3.2525246
15,39,-4.172412
15,40,-3.1014426
15,41,-3.3885581
15,42,-2.3863618
15,43,-1.5025401
15,44,-1.6488143
15,45,-1.6205359
15,46,-2.0669887
15,47,-0.8716685
15,48,-0.1841943
15,49,-0.75812626
15,50,-0.9171639
15,51,-0.92450345
15,52,-1.1758763
15,53,-0.8411932
15,54,-1.6142973
15,55,-1.4153112
15,56,-0.9972798
15,57,0.27464455
15,58,1.0320983
15,59,1.8817561
15,60,1.4976315
15,61,0.8748975
15,62,0.36716348
15,63,0.4371601
15,64,0.04199383
15,65,0.3405106
15,66,-0.48991317
15,67,0.6081151
15,68,1.0140771
15,69,1.065912
15,70,0.09735569
15,71,-0.63905996
15,72,0.27379382
15,73,-0.49799874
15,74,0.11902173
15,75,1.534463
15,76,2.0356715
15,77,2.8409598
15,78,2.6489458
15,79,1.3730785
16,0,-3.036484
16,1,-1.6452105
16,2,-1.7800568
16,3,-2.5605917
16,4,-3.3342772
16,5,-3.7585256
16,6,-3.666159
16,7,-5.6698227
16,8,-4.582978
16,9,-5.003912
16,10,-4.066633
16,11,-3.978579
16,12,-5.044764
16,13,-4.7030435
16,14,-4.0061054
16,15,-5.062925
16,16,-5.0772853
16,17,-4.841246
16,18,-5.0683494
16,19,-3.6209483
16,20,-3.4344473
16,21,-5.6399956
16,22,-6.2030363
16,23,-5.5873814
16,24,-4.4287143
16,25,-4.825563
16,26,-4.0483294
16,27,-3.0356295
16,28,-3.6815653
16,29,-3.5049489
16,30,-2.9554803
16,31,-3.169432
16,32,-2.5969021
16,33,-2.9609704
16,34,-4.3530583
16,35,-3.572571
16,36,-4.247176
16,37,-2.7489212
16,38,-1.7559544
16,39,-2.761374
16,40,-3.5950172
16,41,-2.9235737
16,42,-3.622257
16,43,-2.439206
16,44,-3.35565
16,45,-2.0250964
16,46,-1.5775661
16,47,-0.4343097
16,48,-0.86940134
16,49,-1.6115773
16,50,-1.0613978
16,51,-0.42622542
16,52,-1.6972203
16,53,-0.19202417
16,54,-0.862809
16,55,-2.4270022
16,56,-2.4925706
16,57,-2.2295568
16,58,-1.645235
16,59,-1.3634981
16,60,-0.14385483
16,61,-1.6928718
16,62,-1.9143685
16,63,-1.1956396
16,64,-0.7733297
16,65,-0.2972779
16,66,0.43155804
16,67,-0.40750903
16,68,-1.5660993
16,69,-1.3088399
16,70,-1.2896487
16,71,-0.8768586
